1171;-0.0658
1172;-0.4209
1173;-0.3228
1174;0.1335
1175;-0.0307
1176;-0.3999
1177;0.4069
1199;0.2354
2552;-0.1582
1178;0.2956
1179;0.2874
1180;-0.3940
1181;0.0331
1182;0.1741
1183;-0.2831
1198;-0.4917
1184;-0.3830
1185;-0.2926
1186;-0.0256
1187;0.2788
1188;-0.1427
1189;-0.0154
1190;-0.3798
1191;-0.0222
1192;-0.0406
1193;-0.5911
1194;0.5276
1195;-0.3231
1196;-0.2408
1197;-0.2774
1200;-0.2324
1202;0.1290
1203;-0.1598
1204;-0.1407
1205;-0.3134
1206;-0.1784
1207;0.0099
1208;0.2704
1209;-0.3204
1210;-0.1570
1211;0.1384
1212;-0.0570
1213;-0.4507
1214;-0.0369
2637;0.1373
1215;-0.3081
1216;-0.2157
1217;-0.4454
1218;0.2377
1219;0.0860
1220;-0.1114
1226;-0.4346
2653;0.1236
1221;-0.4351
1222;-0.1446
1223;-0.3620
1224;-0.1597
1225;0.0539
1244;0.1680
2655;0.1855
1227;-0.2425
1228;0.0163
1229;0.0721
1230;0.4789
1231;-0.2866
1232;-0.1586
1233;0.5404
1234;-0.3485
1256;-0.3375
2665;-0.2972
2666;-0.3442
1235;-0.0622
1236;-0.2344
1237;0.3466
1238;-0.1303
1239;-0.1351
1240;-0.4400
1243;0.0720
1245;-0.3009
1246;-0.3491
1248;-0.2627
1249;-0.5154
1255;-0.2559
1258;-0.1608
1260;0.3908
1262;0.2341
1263;-0.5359
1265;-0.0927
1267;-0.1272
2667;0.0612
1268;-0.3710
1275;-0.1438
1276;-0.0130
1277;-0.0877
1278;-0.1071
1280;-0.0615
1281;0.3011
1282;-0.0813
1283;0.2226
1284;-0.1964
1287;0.0577
1288;-0.0390
1289;-0.4141
1347;-0.0465
1290;0.2083
1291;-0.1343
1293;-0.0865
1294;-0.1714
1295;0.0308
1296;0.1451
1297;0.5651
1298;0.3631
1302;-0.4731
1360;-0.2979
1303;0.0336
1304;0.3757
1305;-0.1016
1306;0.3208
1307;0.1267
1361;0.5076
1308;0.4743
1312;0.1760
1313;-0.3889
1314;-0.0208
1363;0.2242
1315;0.2868
1316;0.4211
1319;0.0976
1321;-0.6494
1322;0.0085
1850;0.0465
1324;0.4770
1325;-0.0025
1326;0.3355
1329;-0.0701
1330;-0.0041
1331;-0.0454
1332;-0.4356
1335;-0.1519
1416;0.2441
1851;0.0296
2735;-0.2161
1336;-0.6359
1337;-0.1388
1338;-0.3018
1339;0.1516
1341;-0.6847
1342;0.3203
1344;-0.1706
1345;-0.4179
1348;0.1663
1349;0.0574
1352;-0.3417
1353;0.2946
1354;0.4699
1356;-0.6821
1357;0.4976
1358;-0.4946
1359;0.0180
1365;-0.0021
1366;-0.0850
1367;0.0658
1368;-0.1836
1370;0.2295
1371;-0.1895
1372;-0.3931
1373;-0.2162
1374;-0.2872
1430;-0.1358
2878;-0.4173
1375;-0.0210
1376;0.0693
1377;-0.2184
1378;0.0561
1379;-0.0898
1380;-0.1601
1381;-0.2394
1382;0.0792
1383;0.1836
1384;-0.3120
1385;-0.1481
1477;0.3274
1386;-0.2712
1387;0.1504
1388;-0.3092
1390;-0.1031
1391;-0.4248
1393;-0.2387
1395;0.0538
1397;0.0707
1399;0.1744
1400;-0.4988
1402;-0.3843
3707;0.1062
1405;-0.0800
1406;-0.0334
1407;0.1387
1408;0.1464
1409;0.3463
1412;0.2517
1413;-0.0564
1415;0.0307
1417;0.3501
1418;-0.3180
1421;0.5031
1423;0.3987
1424;0.2944
1425;0.1644
1428;-0.0385
1429;-0.4145
1431;0.3570
1433;-0.0162
1438;-0.0522
1440;-0.1117
1443;0.1755
1449;0.1802
1450;0.1782
1451;0.1927
1453;-0.1970
1478;-0.1809
1501;0.3660
3708;-0.4048
1458;-0.0799
1459;0.8223
1460;-0.6373
1463;0.2422
1464;0.3509
1465;-0.1399
1490;0.1133
1466;-0.1750
1467;0.4893
1468;-0.6650
1470;-0.6373
1472;0.4279
1474;-0.1322
1475;0.2861
1479;0.1138
1480;0.4013
1481;0.0079
1482;-0.4084
1484;-0.3772
1485;-0.5976
1486;-0.0648
1488;-0.0273
1489;0.2281
1491;0.4440
1492;0.1330
1493;-0.0327
1494;-0.2942
1496;-0.8113
1497;0.2084
1498;0.0445
1499;-0.7492
1500;0.1728
1853;0.3384
1502;0.0215
1503;-0.0311
1504;-0.2251
1506;-0.4713
1508;0.1254
1521;-0.4910
1875;-0.0917
1511;0.1039
1512;-0.0214
1513;-0.0969
1515;-0.0913
1516;0.2107
1517;0.3192
1520;0.3120
1522;0.0798
1523;0.0626
1524;-0.0686
1525;0.3270
1526;-0.4756
1527;0.3452
1528;-0.0154
1529;-0.1228
1530;-0.4646
1531;0.2867
1532;0.1388
1533;0.4861
1877;0.5145
1534;0.2062
1535;-0.3442
1536;-0.5224
1537;-0.1804
1538;-0.4019
1539;-0.2600
1540;-0.0597
1546;0.3366
1548;0.4309
1550;-0.4430
1551;-0.2511
1553;-0.2012
1554;0.3097
1555;-0.4576
1629;0.1398
1558;0.4789
1559;0.1294
1560;0.1439
1563;-0.0273
1565;0.6128
1566;-0.1234
1571;0.2972
1572;0.2766
1573;0.0318
1575;0.2400
1578;0.1392
1579;0.0947
1581;-0.0188
1582;-0.1807
1583;0.1681
1584;0.6977
1585;0.3831
1630;0.4960
1837;0.5985
1588;-0.1188
1589;-0.2466
1590;-0.0274
1592;-0.3748
1593;-0.0079
1631;-0.3859
1594;0.0814
1595;0.0529
1597;-0.1797
1598;-0.1945
1599;0.4746
1600;0.3222
1601;-0.1751
1602;-0.1573
1604;0.3075
1608;-0.0037
1609;-0.2253
1610;0.2794
1612;-0.0879
1613;0.2016
1616;-0.2441
1619;0.7142
1620;-0.1126
1621;-0.1579
1622;-0.0837
1623;-0.2294
1624;0.8818
1626;0.3973
1627;-0.0545
1628;0.1489
1632;0.1086
1633;-0.2089
1635;0.0644
1636;0.6032
1637;-0.3855
1638;-0.1180
1740;-0.3496
1639;-0.4478
1641;0.0312
1642;-0.4458
1643;-0.1919
1645;0.0160
1646;-0.1005
1647;0.2883
1648;-0.0506
1649;-0.0179
1650;0.5151
1651;0.0838
1652;-0.6613
1653;-0.0726
1655;0.2978
1656;0.1229
1658;-0.2839
1659;0.1839
1660;-0.0923
1661;0.1268
1662;0.4596
1663;-0.2462
1744;0.3521
1664;-0.2378
1665;-0.0898
1666;0.3673
1667;-0.4208
1668;-0.1424
